Age,Workclass,Final_Weight,Education,Education_as_integer,Marital_status,Occupation,Relationship,Gender,Capital_gain,Capital_loss,hours-per-week,income_greater_than_50
67,1,103315,4,14,1,2,6,1,15831,0,72,1
33,0,347623,4,14,1,2,5,2,0,0,40,0
46,1,124071,4,14,2,2,5,1,0,0,65,1
44,0,79864,4,14,2,2,5,1,0,0,20,0
41,0,211253,4,14,0,2,1,1,0,0,40,1
42,2,27187,4,14,0,3,0,2,0,0,60,1
39,0,270557,4,14,2,6,3,1,0,0,50,1
57,0,437727,4,14,0,8,0,2,0,1977,45,1
31,1,190305,4,14,0,8,0,2,0,0,50,0
36,0,48855,4,14,0,8,0,2,0,0,38,1
56,1,191754,4,14,0,8,0,2,0,0,50,1
43,1,36924,4,14,0,8,0,2,0,0,40,1
52,1,230112,4,14,0,8,0,2,0,0,40,1
57,1,32694,4,14,0,8,0,2,0,0,50,1
55,2,157486,4,14,0,8,0,2,7298,0,40,1
40,1,153031,4,14,0,8,0,2,7298,0,35,1
50,1,145879,4,14,0,8,0,2,7688,0,40,1
43,0,304175,4,14,0,8,0,2,0,0,50,1
62,1,176839,4,14,0,8,0,2,0,0,10,0
39,0,194404,4,14,0,8,0,2,7688,0,40,1
48,0,109832,4,14,0,8,0,2,0,1902,40,1
58,1,217802,4,14,0,8,0,2,7688,0,45,1
28,0,51461,4,14,0,8,0,2,0,0,60,0
39,1,153976,4,14,0,8,0,2,0,0,40,1
43,1,198965,4,14,0,8,0,2,0,0,40,1
55,1,190091,4,14,0,8,0,2,0,0,50,1
37,0,207066,4,14,0,8,0,2,0,0,70,0
37,0,50837,4,14,0,8,0,2,0,0,45,1
54,0,260052,4,14,0,8,0,2,0,0,40,1
34,1,34104,4,14,0,8,0,2,7688,0,38,1
30,0,196342,4,14,1,8,3,2,0,0,40,0
53,0,156843,4,14,1,8,3,1,0,1564,54,1
51,1,172022,4,14,1,8,3,2,0,0,40,1
46,1,140219,4,14,2,8,3,1,8614,0,55,1
54,1,166774,4,14,1,8,3,1,0,0,45,1
42,0,111483,4,14,1,8,3,2,0,0,48,1
40,0,222011,4,14,1,8,3,1,3325,0,40,0
44,1,141186,4,14,2,8,3,1,8614,0,35,1
39,0,32146,4,14,1,8,3,2,0,0,60,0
40,1,231832,4,14,1,8,3,1,0,0,40,0
46,1,258498,4,14,2,8,5,1,0,0,40,0
68,1,233954,4,14,3,8,5,1,0,0,40,1
53,1,137250,4,14,3,8,5,1,0,1669,35,0
43,1,92374,4,14,0,8,1,1,0,0,35,1
38,0,185053,4,14,0,8,1,1,0,0,20,1
28,1,33662,4,14,0,8,1,1,7298,0,40,1
48,1,98010,4,14,0,8,1,1,0,0,16,1
31,0,181388,4,14,0,8,1,1,0,1902,45,1
39,1,122011,4,14,0,8,1,1,5178,0,38,1
49,1,349633,4,14,0,8,1,1,0,0,50,1
46,1,110110,4,14,0,8,1,1,0,0,65,1
46,1,324561,4,14,0,8,1,1,0,0,45,1
42,0,183241,4,14,0,8,1,1,0,0,45,1
43,1,186916,4,14,2,7,3,2,0,0,60,1
35,0,224512,4,14,0,9,0,2,0,0,55,1
50,2,145419,4,14,0,9,0,2,7688,0,45,1
41,0,201908,4,14,0,9,0,2,0,0,20,0
44,0,118947,4,14,0,9,0,2,0,0,44,1
35,2,190895,4,14,0,9,0,2,0,0,40,1
55,0,185459,4,14,0,9,0,2,0,0,50,1
57,2,119253,4,14,0,9,0,2,15024,0,65,1
28,0,192283,4,14,3,9,3,1,0,0,80,1
28,0,70240,4,14,1,9,4,1,0,0,36,0
31,2,162442,4,14,1,9,4,1,27828,0,40,1
26,0,198163,4,14,0,9,1,1,0,0,40,0
43,0,72338,4,14,0,10,0,2,0,0,40,1
38,0,46706,4,14,0,10,0,2,0,0,20,0
17,0,38611,0,7,1,0,4,1,0,0,23,0
45,0,99179,0,7,3,0,5,1,0,0,40,0
40,0,210493,0,7,3,0,5,1,0,0,40,0
51,0,120914,0,4,0,1,0,2,2961,0,40,0
35,2,216256,0,5,0,1,0,2,0,0,50,0
30,0,93973,0,7,0,1,0,2,0,0,40,0
66,0,22313,0,7,0,1,0,2,0,0,20,0
36,2,136028,0,5,0,1,0,2,0,0,30,0
28,0,365745,0,5,0,1,0,2,0,0,40,0
55,0,200217,0,6,0,1,0,2,0,0,40,1
28,0,64307,0,4,0,1,0,2,0,0,40,0
30,0,285855,0,5,0,1,0,2,0,0,40,0
49,0,232586,0,3,0,1,0,2,0,0,40,0
51,0,43354,0,7,0,1,0,2,0,0,40,1
30,0,123178,0,6,1,1,3,2,0,0,50,0
29,0,296450,0,4,1,1,3,2,0,0,40,0
36,0,250807,0,7,1,1,3,1,0,0,40,0
50,0,204518,0,4,2,1,3,2,0,0,40,0
26,0,176146,0,3,2,1,3,2,0,0,35,0
38,0,141550,0,6,2,1,3,2,0,0,40,0
26,0,109457,0,6,0,1,6,2,0,0,48,0
36,0,227615,0,3,3,1,6,2,0,0,32,0
19,0,105460,0,5,1,1,4,2,0,0,20,0
22,0,320615,0,4,1,1,4,2,0,0,35,0
23,0,133985,0,6,1,1,4,1,0,0,40,0
54,0,225307,0,7,2,1,4,1,0,0,50,1
26,0,255193,0,7,0,2,0,2,3411,0,40,0
53,0,278114,0,4,0,2,0,2,0,0,40,1
52,0,117295,0,2,0,2,0,2,0,0,50,1
31,0,86958,0,5,0,2,1,1,0,0,40,0
62,2,147393,0,4,0,3,0,2,0,0,40,1
25,0,350850,0,4,0,3,0,2,0,0,50,1
60,0,74422,0,3,0,3,0,2,0,0,44,0
32,2,27207,0,7,0,3,0,2,0,0,80,0
38,0,93287,0,7,0,3,0,2,0,0,40,0
48,2,104790,0,7,0,3,0,2,0,0,50,1
83,2,243567,0,7,1,3,3,2,0,0,20,0
18,2,194091,0,7,1,3,4,2,0,0,24,0
18,2,258474,0,6,1,3,4,2,0,0,40,0
36,0,324231,0,5,1,3,5,1,0,0,40,0
61,0,191188,0,6,3,3,5,2,0,0,20,0
65,0,36209,0,6,0,4,0,2,0,0,22,1
51,1,264457,0,7,0,4,0,2,0,0,40,0
28,0,241431,0,8,0,4,0,2,0,0,40,0
38,0,257735,0,5,0,4,0,2,0,0,40,0
24,0,196269,0,7,0,4,0,2,0,0,40,0
23,0,251073,0,6,1,4,3,2,0,0,40,0
19,0,275889,0,7,1,4,4,2,0,0,40,0
17,0,130806,0,6,1,4,4,2,0,0,24,0
47,1,33114,0,7,2,4,5,2,0,0,50,0
35,0,66304,0,6,0,5,0,2,0,0,45,0
52,0,302847,0,7,0,5,0,2,0,0,40,0
32,0,215047,0,4,0,5,0,2,0,0,40,0
61,0,32209,0,5,0,5,0,2,0,2051,40,0
49,0,168216,0,4,0,5,0,2,0,0,48,0
36,0,93225,0,7,0,5,0,2,0,0,40,0
55,0,208019,0,3,0,5,0,2,0,0,40,0
51,0,240988,0,7,0,5,0,2,0,0,40,0
47,0,185385,0,6,0,5,0,2,0,0,40,1
52,0,200783,0,4,0,5,0,2,0,0,60,0
58,0,106707,0,3,0,5,0,2,0,0,48,0
57,0,230899,0,3,2,5,3,1,0,0,40,0
28,0,70034,0,5,1,5,4,2,0,0,40,0
61,0,242552,0,3,0,5,1,1,0,0,37,0
58,0,236731,0,2,0,6,0,2,0,0,40,0
56,0,195668,0,6,0,6,0,2,0,0,35,1
46,1,375675,0,8,0,6,0,2,0,0,35,1
35,0,176756,0,8,0,6,0,2,0,0,40,0
34,0,202498,0,8,0,6,0,2,0,0,40,0
19,0,25429,0,8,1,6,4,1,0,0,20,0
18,0,266681,0,7,1,6,4,2,0,0,20,0
17,0,295488,0,7,1,6,4,1,0,0,25,0
17,0,133449,0,5,1,6,4,2,0,0,26,0
18,0,156874,0,8,1,6,4,2,0,0,27,0
56,0,71388,0,5,2,6,5,1,0,0,40,0
29,0,130045,0,4,0,6,1,1,0,0,40,0
45,1,53123,0,7,0,6,1,1,0,0,25,0
49,0,323773,0,7,0,7,6,1,0,0,40,0
18,0,96869,0,8,1,7,4,2,0,0,40,0
18,0,430930,0,7,1,7,4,1,0,0,6,0
38,0,175360,0,6,1,8,3,2,0,2559,90,1
37,2,218249,0,7,2,8,5,1,0,0,30,0
71,0,258126,0,5,0,7,0,2,0,0,39,0
32,0,236543,0,8,2,7,4,2,0,0,54,0
17,1,175587,0,7,1,7,4,2,0,0,30,0
57,0,226875,0,4,0,9,0,2,0,0,50,0
20,0,221661,0,6,1,9,3,1,0,0,30,0
58,2,211547,0,8,2,9,3,1,0,0,52,0
18,0,150817,0,7,1,9,4,1,0,0,20,0
18,2,157131,0,7,1,9,4,1,0,0,40,0
17,0,163494,0,6,1,9,4,2,0,0,30,0
18,0,199039,0,8,1,9,4,2,594,0,14,0
18,0,478380,0,7,1,9,4,1,0,0,25,0
75,0,185603,0,6,3,10,3,1,0,0,32,0
59,2,170411,0,4,0,11,0,2,0,0,40,0
32,0,29312,0,6,0,11,0,2,0,0,80,1
47,0,100113,0,4,0,11,0,2,0,2051,40,0
46,2,525848,0,7,0,11,0,2,0,0,48,0
53,0,137428,0,4,0,11,0,2,0,0,60,1
71,0,244688,0,4,0,11,0,2,6514,0,40,1
32,0,108256,0,8,0,11,0,2,0,0,60,1
19,0,176806,0,5,0,11,0,2,0,0,40,0
36,2,328466,0,3,0,11,0,2,0,0,50,1
47,1,103743,0,4,0,11,0,2,0,0,40,0
58,0,103540,0,4,0,11,0,2,0,0,40,0
37,0,278632,0,5,0,11,0,2,0,0,40,0
39,0,177181,0,4,0,11,0,2,0,0,40,0
56,0,103948,0,7,0,11,0,2,0,0,40,0
66,0,86010,0,6,3,11,3,1,0,0,11,0
55,0,112529,0,3,1,11,3,2,0,0,40,0
54,0,378747,0,6,2,11,5,2,0,0,45,1
